Id,x1,y1,x2,y2,length
1,-152.102996826172,-66.2334976196289,-141.339004516602,-68.4158020019531,10.9829998016357
2,-141.339004516602,-68.4158020019531,-152.102996826172,-66.2334976196289,10.9829998016357
3,-141.339004516602,-68.4158020019531,-60.1417007446289,-64.2650985717773,81.3032989501953
4,-60.1417007446289,-64.2650985717773,-141.339004516602,-68.4158020019531,81.3032989501953
5,-60.1417007446289,-64.2650985717773,-52.122200012207,-63.8552017211914,8.02997016906738
6,-52.122200012207,-63.8552017211914,2.3503201007843,-61.0705986022949,54.5435981750488
7,2.3503201007843,-61.0705986022949,-52.122200012207,-63.8552017211914,54.5435981750488
8,-58.0919990539551,-58.2220993041992,-60.1417007446289,-64.2650985717773,6.38114976882935
9,-52.122200012207,-63.8552017211914,-58.0919990539551,-58.2220993041992,8.20794010162354
10,-133.789001464844,-34.0010986328125,-152.102996826172,-66.2334976196289,37.0719985961914
11,23.8430995941162,-33.9682006835938,2.3503201007843,-61.0705986022949,34.5901985168457
12,2.3503201007843,-61.0705986022949,23.8430995941162,-33.9682006835938,34.5901985168457
13,-152.102996826172,-66.2334976196289,-188.570999145508,-31.986499786377,50.0276985168457
14,-188.570999145508,-31.986499786377,-133.789001464844,-34.0010986328125,54.8190002441406
15,-133.789001464844,-34.0010986328125,-100.323997497559,-18.3724002838135,36.9346008300781
16,-58.0919990539551,-58.2220993041992,-100.323997497559,-18.3724002838135,58.064998626709
17,-116.329002380371,-3.27007007598877,-133.789001464844,-34.0010986328125,35.3446998596191
18,-100.323997497559,-18.3724002838135,-116.329002380371,-3.27007007598877,22.005500793457
19,-202.388000488281,2.52228999137878,-196.580993652344,-27.1145992279053,30.2003993988037
20,-183.059997558594,2.52228999137878,-202.388000488281,2.52228999137878,19.3279991149902
21,-183.059997558594,2.52228999137878,-188.570999145508,-31.986499786377,34.9460983276367
22,-164.311004638672,2.52228999137878,-183.059997558594,2.52228999137878,18.7490005493164
23,-188.570999145508,-31.986499786377,-164.311004638672,2.52228999137878,42.1829986572266
24,-122.467002868652,2.52228999137878,-164.311004638672,2.52228999137878,41.8440017700195
25,-116.329002380371,-3.27007007598877,-122.467002868652,2.52228999137878,8.43957996368408
26,-113.037002563477,2.52228999137878,-122.467002868652,2.52228999137878,9.43000030517578
27,-113.037002563477,2.52228999137878,-116.329002380371,-3.27007007598877,6.66247987747192
28,-202.388000488281,2.52228999137878,-202.388000488281,2.52228999137878,0.411334991455078
29,-202.388000488281,2.52228999137878,-202.388000488281,2.52228999137878,0.411334991455078
30,-96.8988037109375,2.96684002876282,-113.037002563477,2.52228999137878,16.1443004608154
31,-100.323997497559,-18.3724002838135,-96.8988037109375,2.96684002876282,21.6124000549316
32,-202.388000488281,2.52228999137878,-182.602005004883,5.38661003112793,20.0177993774414
33,-182.602005004883,5.38661003112793,-183.059997558594,2.52228999137878,2.900710105896
34,-36.4922981262207,5.45979976654053,-96.8988037109375,2.96684002876282,60.4579010009766
35,-36.4922981262207,5.45979976654053,-58.0919990539551,-58.2220993041992,67.2453002929688
36,23.8430995941162,-33.9682006835938,-36.4922981262207,5.45979976654053,72.075798034668
37,-182.602005004883,5.38661003112793,-160.360992431641,8.14188003540039,22.4109992980957
38,-164.311004638672,2.52228999137878,-160.360992431641,8.14188003540039,6.8689398765564
39,-160.360992431641,8.14188003540039,-132.128997802734,11.6392002105713,28.4477996826172
40,-122.467002868652,2.52228999137878,-132.128997802734,11.6392002105713,13.2842998504639
41,-132.128997802734,11.6392002105713,-106.019996643066,14.8734998703003,26.3085994720459
42,-106.019996643066,14.8734998703003,-113.037002563477,2.52228999137878,14.2053003311157
43,-106.019996643066,14.8734998703003,-94.7639999389648,16.2677993774414,11.3420000076294
44,-96.8988037109375,2.96684002876282,-94.7639999389648,16.2677993774414,13.4711999893188
45,-94.7639999389648,16.2677993774414,-36.4922981262207,5.45979976654053,59.2654991149902
46,-160.360992431641,8.14188003540039,-147.623992919922,26.2600002288818,22.1471996307373
47,-132.128997802734,11.6392002105713,-147.623992919922,26.2600002288818,21.3041000366211
48,-177.302993774414,38.5741004943848,-202.388000488281,2.52228999137878,43.635799407959
49,-177.302993774414,38.5741004943848,-182.602005004883,5.38661003112793,33.6078987121582
50,-94.7639999389648,16.2677993774414,-106.019996643066,14.8734998703003,11.3420000076294
51,-147.623992919922,26.2600002288818,-177.302993774414,38.5741004943848,32.1321983337402
52,-175.457000732422,50.1305999755859,-177.302993774414,38.5741004943848,11.7030000686646
53,-147.623992919922,26.2600002288818,23.8430995941162,-33.9682006835938,181.736999511719
